source_id,title,plot
wiki-23626,Shinjuku Incident,"In the early 1990s, a tractor mechanic nicknamed Steelhead (Jackie Chan) illegally enters Japan from China in search of his fiancée, Xiu-Xiu (Xu Jinglei) with the help of his ""brother"" Jie (Daniel Wu). Jie has taught Steelhead how to make a living by teaching him the trades of the underworld. One day, while illegally working as part of a clean-up crew in the sewers, Steelhead and his Chinese comrades are spotted by the police. Unwilling to get caught, Steelhead and the others run for their lives. In the ensuing turn of events, Steelhead saves Detective Kitano from drowning, and in gratitude, Kitano decides to stop pursuing Steelhead. One night, while working in a restaurant with Jie, Steelhead finds Xiu-Xiu with Yakuza leader Eguchi (Masaya Kato). Saddened by seeing his fiancée with another man, he spends the night with Jie drinking and partying with hookers. Once sober, Steelhead decides to become a legal citizen of Japan by any means possible. Steelhead and his Chinese friends then go on an aggressive money laundering operation, but leave Jie out of it due to his kind hearted nature. Unfortunately, Taiwanese triad leader Gao (Jack Kao) discovers one of his pachinko machines has been tampered with (fixed by Steelhead's group) and vows to punish the culprit. Jie gets caught playing the violence tampered pachinko machine and is taken to a dark alleyway where Gao slices Jie's face and cuts off his right hand while trying to get information. Upon learning that Jie is held by the Taiwanese gang, Steelhead and the rest of their group go and collect Jie. Full of anger and pity for Jie's fate, Steelhead sneaks inside Gao's establishment and hides to take revenge, but instead learns of the plot between the Togawa group (rival ""allies"") and Gao to kill Eguchi. Eguchi, unaware of the plot, arrives at Gao's. Just as Gao is about to kill Eguchi, Steelhead saves him by chopping off Gao's arm with his machete and the two run for their lives. They successfully escape their pursuers and Steelhead is welcomed to the Eguchi estate to recover. Steelhead has the chance to catch up with Xiu-Xiu as Eguchi gives them a moment to speak to each other. Steelhead learns that Eguchi and Xiu-Xiu have a little girl, Ayako. Xiu-Xiu tells him that her name is now Yuko and that she is happy with her new life. Eguchi returns and offers Steelhead a high paying job, which he refuses. Later, Eguchi tries unsuccessfully to expose Togawa for the attempted assassination, but their boss makes Eguchi apologize for the accusations instead. Eguchi then asks Steelhead to be a hitman. Steelhead agrees, under two conditions: he'll take control of Gao's territories and legally become a citizen of Japan. Steelhead kills all of his targets, which results in a gang war within the Yakuza ranks; Steelhead and Eguchi get what they wanted. Eguchi is promoted after Togawa and Steelhead become a vassal under Eguchi with Gao's territories. Steelhead does everything to make a better life for his Chinese brothers, but has no interest in the daily operations of Yakuza activity. He leaves all the daily operations to his brothers as he starts a successful tractor business. Sometime later, Detective Kitano meets with Steelhead and warns him that all of his brothers have become corrupted. Kitano tells Steelhead that he would be arrested along with his friends, with him charged as the head conspirator. Steelhead makes a deal with Kitano: Steelhead would find evidence to have Eguchi arrested in exchange for his comrades' freedom. That fateful night, Steelhead and Kitano return to the vassal HQ to warn his comrades about their impending arrest if they don't stop their operation and is met with furious opposition. His brothers violently refuse to give up their rich lives they made with the Yakuza. Eguchi arrives just as Steelhead is stabbed by one of his ""brothers"". Meanwhile, the Yakuza can't tolerate Eguchi's leadership anymore. Gao, Nakajima (Eguchi's former subordinate), and Togawa's son agree to take Eguchi down the same night. Waves of Yakuza storm into the building and proceed to kill everyone, leaving only Eguchi, Steelhead, and Kitano to survive the onslaught. Mortally wounded, Eguchi gives Steelhead a flash drive that contains data on the Yakuza operations. As Kitano and Steelhead escape out of the building, the police arrive and arrest the Yakuza. Steelhead calls Yuko to meet in Okubo station, along with Ayako, but Togawa has already taken Ayako hostage and forces Yuko to tell him where Steelhead is headed. Nakajima intercepts Steelhead; the police arrive in time and exchange gunfire with Nakajima and his men. Nakajima shoots Steelhead, but is then gunned down by Kitano. Steelhead, still alive, flees into the sewers. Kitano follows and finds him being swept away by sewage currents and tries to pull him out, but Steelhead tells him it is useless and Kitano does not know how to swim. Steelhead gives the flash drive to Kitano before the current sweeps his body away, calling his debt to Kitano repaid while remembering how happy it was when he was with his comrades in simpler times."
wiki-23886,Sringkhal,"The plot is based against a rural backdrop. Dayaram (Badal Das), an old man, in the hope to see a family flowering, had allowed Nilakanta (Saurav Hazarika) to settle down. Kalidas (Adil Hussain), a friend of Nilakanta, who had fallen for Ambika (Jaya Seal Ghosh) had informed Nilakanta that cupid had indeed struck. When Nilakanta informs Kalidas that he will soon be marrying Ambika, the gentleman in Kalidas ensures that he does not complicate matters and moves away on business. But after her husband passes away, Ambika, struggles for survival and brings up her children and an infant doing the odd menial work in the village. Once, on her way back home, she captures timid four pigeons which make Ambika shed some of her timidity. Kalidas returns after long years to frequently spend long hours in Dayaram’s courtyard. Dayaram dreams that Ambika hunger ends soon. He wants to play cupid this time. Ambika too is aware of Dayaram’s intentions. One day when Kalidas asks ""Were you aware that my mother had gone over to your place to scout for you as my bride?"" Ambika is dumb struck. Dayaram weaves Ambika baskets to take the pigeons to the market. He ensures Kalidas accompanies her. Dusk falls. The pigeons remain unsold. Ambika does not disagree to Kalidas’s proposal to buy the pigeons for a meal in her household. The flickers of the market lamps light up her face."
wiki-24061,Aami Adu,"It is the early 2000s; George W. Bush is the President of the United States and Saddam Hussein is the President of Iraq. Meanwhile, Aadu, a young poor Hindu girl living in a village in Murshidabad, India, falls in love with Suleman, a Muslim garment supplier who lives in the nearby village of Amodiya. Suleman dreams of learning English and becoming a fluent speaker, so he can go overseas and find a job. Though Aadu and Suelman follow different religions, their families allow them to marry, and the marriage goes off smoothly.[1][2] The impoverished Suleman decides to head to Iraq with his friend Jabbar in search of a good job, leaving his new wife Aadu in the village. Then, in March 2003, the United States invades Iraq. Because of the war and the resulting political turmoil, all communication links between Aadu's village and Iraq are cut off. Aadu and the villagers gradually learn news about the bombings and destruction in Iraq and are horrified. The helpless Aadu decides to write a letter to U.S. President George W. Bush, whom she heard was ""all powerful"", informing him about the troubles in her life caused by the Iraq War.[1][2]"
wiki-24084,Life In Park Street,"Park Street is a cosmopolitan place in Kolkata and the film focuses different aspects of life of this locality. Different characters like drug addict young girl, gay raping boys, pimps, housewife having affair with others etc.[1]"
wiki-24149,Strings of Passion,"Strings Of Passion is an urban commercial flick which tells the story of three men, Neel, Aman and Amit. They are young and dynamic guys who run the band ""Strings of Passion"" but are shadowed by the influence of drugs, broken love and bad parenting.[5][6][7]"
wiki-24274,Bahen,"Having saved his little sister Bina (Baby Meena Kumari) from the floods, Amar (Sheikh Mukhtar) becomes increasingly possessive about her over the years. Amar falls in love twice but forgoes marriage so he can look after the growing Bina. Bina (Nalini Jaywant), now a grown up young girl falls in love with the social activist Rajendra (Harish). However, Amar can not bear to lose Bina and so he plans her marriage to the thief Moti Kanhaiyalal, with the idea that he'll get her divorced after some time and then Bina would stay with him always. After several incidents that end up uniting Rajendra and Bina, Amar gets some happiness when a daughter is born to Bina."
wiki-24593,Door Gagan Ki Chhaon Mein,"Shankar, a soldier, returns from war, only to find that his family has died in a fire, and the sole survivor is his infant son Ramu, left mute by the incident. When Shankar is attacked by the villainous Thakur's men, he is rescued by a woman named Meera, and they fall in love. This provokes further trouble from the Thakur whose son wants to marry Meera."
wiki-24640,Dus Lakh,"The story of the film revolves around how the fortunes of a family change after they inherit ten lakh rupees. Gokulchand (Om Prakash) is a father of two children. His elder son has two kids (Munna and Neetu). His younger son Kishore (Sanjay Khan) is engaged to Rita (Babita) and they are happy. He inherits ten lakhs from his relative and on a holiday trip to Kashmir after becoming wealthy, he is entrapped by 2 foreigners; Jerry (Pran) and Jerry's partner (Manorama), pretending to be in love with him to take his money. The eldest son gets injured while doing labour in a construction site. Kishore needs 5 lakhs for an operation or his brother will die. He begs his father, but Jerry tells Gokulchand that this is all a plan by his family to rob his inherited money. Gokulchand believes Jerry and throws Kishore out. He is about to get married when his daughter in law shows up with her little kids and at begs everyone at the party. Jerry accuses her of doing it deliberately to insult Gokulchand and stop his wedding. She swears on her kids and the jeweller and some other witnesses present at the pre-wedding party confirm that they have been living hard life and it's Jerry who is lying and deceiving him. Enraged, Gokulchand kicks them out of the house and goes into his room to get all money. Jerry arrives with Manorama and they make him unconscious and try to run away with a briefcase with all the cash, while setting Gokulchand in his room on fire to make it look like an accident. Kishore arrives, they fight and police comes in and arrest all in Jerry's team. Kishore saves his father. The operation is successful and Gokulchand donates all the money, which was root of the problem to Hospital. The movie ends with the family talking about confirming Kishore and Rita's wedding. Kitty is a nurse now and thankful to Kishore, while Jerry and Manorama are suffering in prison."
wiki-24869,Anamika,"Devendra Dutt (Sanjeev Kumar) is a famous writer and a misogynist. One night, while returning from a meeting, he sees a young woman thrown out of a moving car. His uncle insists they take her home and get her medical attention. He hesitatingly agrees and takes her to their home. Next morning, the young woman (Jaya Bhaduri) regains consciousness, but is suffering from amnesia. She can't remember anything except that she is married to Devendra. She can't remember anything from her past - not even her name except that she is Mrs. Dutt. Everyone tries to convince her otherwise, but she insists she is in her own home. Seeing her fragile state, Devendra and his uncle decide to let her stay until someone comes for her. They call her Anamika (meaning a woman with no name). They post an advertisement for her in the newspaper, but receive no response. Meanwhile, Devendra slowly grows close to her and secretly wishes that she would stay forever. On his uncle's suggestion, Devendra takes her to Shimla on holiday to further help her fragile recovery. There, he sees Anamika's photo in a studio and on further inquiry comes to know that she is the wife of a businessman. Though heartbroken by the realization that she is married, he goes to meet the businessman. Here, he is shocked to learn that Anamika isn't the businessman's wife, but his employee/escort who accompanied him on his holiday to Shimla the previous year. Being already dumped by a former fiancée, Devendra believes that Anamika, like all women, is immoral and after his money and throws her out of his house. He later meets her at a ceremony where she is introduced to him as Mrs. Kashyap. Confused, Devendra requests her to tell him the truth. She narrates her past in flashback - an ardent fan of Devendra's novels, she was infatuated with him while in college. However, incessantly pursued by her classmate Naresh, and helpless by her poverty, which is worsened by her mother's ill-health, she finally agrees to marriage. On her wedding night, she learns that she is married to Naresh's brother, who deserts her the same night believing himself undeserving of Anamika. Naresh now takes advantage of his brother's absence and continues to harass her. She escapes from the house and joins a modeling company. There, her boss tries to take advantage of her and when she resists, he blames her for the incident. She quits her job and Rubai (Helen), who had recommended her to the modeling job, outwardly sympathizes with her and puts her up in what she claims is a working women's hostel. A few days later, Anamika gets arrested with the rest of the girls in a police raid, which is when she realizes she had been staying at a brothel. But she is later released, based on the testimony of the other inmates and her own statement against Rubai. Rubai tries to exact revenge on Anamika for this and sends her goons to kill her. While attempting to escape the goons, Anamika jumps out of a moving car on the night that Devendra finds her. Anamika tells Devendra that when she regained her consciousness and discovered that she was at her favorite author's house, she decided to stay, come what may. After listening all this, Devendra reconciles with her and fights away Naresh, who tries to harass her."
wiki-24902,Ajanabee,"One monsoon night, a terrified young woman, Sonia (Yogita Bali), gets down from a Taxi and runs towards the Railway station in Deena Pur asking for a ticket to Bombay. However, she is not able to catch the said train on time as the station master takes time to give her the railway ticket to Bombay. She doesn’t have any place to go and decides to wait at the station for the next train, the following morning. She’s carrying an attache case containing jewellery worth lakhs. She deposits it to Rohit, which he safely locks in his safe. Since Rohit feels it’s not safe for her to wait at the platform he offers to drop her at his quarters, near by and she readily agrees to it. It’s so obvious that she’s running away from someone and Rohit feels she must have stolen the jewellery but she denies the accusation. She tells him that she inherited them from her mother but there are goons behind her because of it. And she’s escaping from them. He buys the story and assured that she’s safe and comfortable there, he goes back to the station. Sitting on his chair in his office, he goes back in time and lives in flashback for a while thinking about how he first came across Rashmi (Zeenat Aman). He’s riding a motorcycle on his way to his uncle’s (Asit Sen) house for his cousin’s wedding. On the road he sees a car ahead of him and they have a race. After a while, Rashmi’s car runs out of petrol. Attempting to help her and also not wanting to lose an opportunity of spending some time with a lovely dame, he empties all the petrol from his motorcycle into Rahmi’s car and decides to travel along in her car. But before he can get in, she drives off. With no petrol, he gets stuck and finally manages to get a lift in a lorry. They meet a couple of times during his stay there and they fall in love. Her father, Diwan Sardarilal (Hari Shivdasani), is looking for an assistant for Moti Babu (Prem Chopra), her brother-in-law, who has been looking after the business now. And Diwan feels Moti Babu is over-burdened with work and responsibilities. Rashmi presents Rohit to Diwan and he agrees to hire him. Rashmi has a hunch that Moti Babu is not as honest as he appears to be and tells Rohit about it. Rohit immediately begins auditing the records and discovers that the entries are not correct and a huge sum of money has been missing. Moti Babu, scared that the truth will come out, plots against Rohit. Since Rashmi is so fond of him, the best way to get Rohit out of his way would be to somehow make her dislike him. As a part of the plan, they have a celebration with lots of Bhaang followed a dance ""Satra baras ki"". And with the help of Bahadur and Bijli he manages to prove that Rohit tried to rape Bijli and has cheated on Rashmi. As per Panchayat’s decision, a punishment, he’s thrased in front of the villagers and asked to leave the place immediately. Moti Babu is celebrating his victory with Bahadur and Bijli. Rashmi happens to witness this and is disgusted. Much against wishes of Diwan and Moti Babu, she leaves the house and runs away with Rohit singing ""Hum dono do premee"". They go to Bombay and get married in a temple. Two men show up at his office and they wake him up from his reverie. They introduce themselves as Inspector Tiwari and Inspector Sinha and enquire about a girl with an attache – Sonia. They tell him that she has stolen some valuables and has run away, and they are investigating the case. Though suspicious, Rohit doesn’t reveal her whereabouts. He goes to his quarters and confronts her. But she tells him she hasn’t stolen anything and gives him her mother’s letter. After reading it he’s convinced that she’s innocent. He comes back to his office. It’s raining very heavily outside. Standing by the window he stares out and gets into a flashback mode again. This time the newly wed Rashmi and Rohit are singing ""Bheegi bheegi raaton mein"" in the rain. Brought up the way she was, Rashmi doesn’t know much of household work. She has a tough time trying to learn how to cook. They get acquainted with Chetan Kumar (Asrani), who lives in the floor below and become friends with him. He also helps her develop her culinary skills. Rohit works for Bombay Publicity, an Ad Agency and Rashmi, on the other hand gets bored sitting at home the whole day with nothing to do. Since she has a good knowledge of colours she starts painting (inspired by Chetan) and wants to gift the painting to Rohit on his birthday. One fine day Chetan suggests her to start modelling. Having seen how his boss, M.M. Puri (Madan Puri) deals with models, Rohit is not happy about how the modelling world works. But Rashmi, with a wealthy background is not used to live the way she is living and doesn’t like compromising for every little thing. And she remains adamant about her decision until Rohit gives in. Indifferences start creeping in but Rohit is understanding and does all he can to keep Rashmi happy, though his ego keeps coming in between (sounds contradicting?). In no time she becomes a top model and even goes on to win a beauty pageant. She becomes thrilled with the idea that now within a short span of time, name and fame would knock her doors. Soon after this, she realises she’s expecting. She wants to pursue her career and thinks it’s not the right time to start a family and even thinks of going for an abortion. But Rohit wants the child. So she decides to keep it. One day Rohit calls and when she goes down to Chetan’s flat to answer the call, she slips and falls down the staircase. This results in a miscarriage. But Rohit feels she got an abortion done and gets mad at her. They have a row and he walks out of the house. Having realised that he over-reacted, he comes back home in the evening and apologises but only after a while he finds out that Rashmi has left the house and gone. He later on learns from Chetan that she had fallen down and had a miscarriage. He calls her but she doesn't speak to him. He resigns from Bombay Publicity and he sets out to bring her back. He goes to Diwan’s house but learns that they have left the place and gone on a vacation. No one knows when they’ll come back. Devastated, he goes to his uncle’s house. There’s a letter for him there, a legal notice asking for a divorce. Not knowing what to do next, he seeks employment and with the help of Mr. Saxena (Mama’s friend), he gets the post of a Station Master at a remote hill station, Deena Pur. Back to present...he’s at work and Mr. Saxena comes to meet him. He’s surprised to see Mr. Saxena at such a remote place. To this, Mr. Saxena says he had come hunting with Diwan Sardarilal, who has put up at a place named Karimganj, nearby. He leaves for Karimganj to meet Rashmi. Rashmi seeing him doesn't seem to be happy. Rohit on the other hand tries wooing her back and further requests her to join his new residence that he got as a railway employee. Meanwhile, Rashmi’s father enters the scene and instructs Rashmi to get away from there. He and Moti babu tries every possible way to humiliate Rohit due to his low socio-economic condition. Rohit further remaining confident vows before Moti Babu to bring in money in order to get Rashmi back. Back at present, Rohit realises he needs to arrange in money in order to bring back his estranged wife back. However, he is devastated to realise that he has no such money on his own but only the jewellery worth 5 lakhs in his office's locker belonging to the young lady who took refuge in his quarter. He further decides to open the locker and steal away the attache by strangling the lady to death. However, he comes back to his actual senses and realises he was about to commit a heinous crime under the pretext of bringing his wife back. Meanwhile, fate decided to play another ruthless game on Rohit. The very next moment he finds himself arrested for the real murder of the lady which he in actuality never committed. Will Rohit be able to acquit himself of all the heinous charges levied against him? Will he be successful in proving his innocence? Will his wife Rashmi support him in the struggle? If it was not Rohit who then was the real perpetrator behind the murder of the young girl then forms the ending plot of the film."
wiki-25206,Insaan,"Shankar (Vinod Khanna) stays with his stepmother and three stepbrothers, but they are not very nice to him. After the death of his father, they get all the property and do not want to share it with Shankar. Later, Shankar gets married to Sona (Reena Roy) and works hard and earns money by farming. They have a child Munna (Master Sameer). His brother loses all his money in gambling and becomes poor. The stepbrothers try to kill him with the help of Sheru (Amjad Khan) so that they can take all the property that he has earned. Thinking that Shankar is dead, Sona tries to commit suicide. Ravi (Jeetendra) saves her and also protects her from her evil brothers in law. Later they get married. After some months, Shankar comes back. But he feels that he is obliged to Ravi, so he doesn't meet Sona. Later Sona comes to know that Shankar is alive and Ravi gets killed by criminals, reuniting Shankar and Sona."
wiki-25236,Ustadi Ustad Se,"Ustadi Ustad Se (Hindi : उस्तादी उस्ताद से ) is an action thriller starring Mithun Chakraborty in the lead role supported by Vinod Mehra, Ranjeeta, Jayshree T. and Jagdeep."
wiki-25267,Naukar Biwi Ka,"Inspector Amar Nath apprehends and arrests a notorious gangster who goes by different aliases (Deshbandhu Jagannath, Pinto, Abdul Karim), and gets him sentenced to prison for several years. Amar, who comes from a wealthy family, defies his father, Jagirdar Bishamber Nath, and marries a poor but pretty woman, Sheela Sharma (Neeta Mehta). He is asked to leave the family home. Amar and Sheela settle elsewhere and soon are the proud parents of a daughter, Jyoti. They meet with the parents of young Deepak Kumar and arrange a child-marriage of their daughter with Deepak. Pinto escapes from prison, hunts down Amar and Sheela, and kills them. Luckily, a loyal employee and chauffeur, Abdul, saves their daughter's life. He takes her to Jagirdar, who accepts her with tears in his eyes. Years later, Deepak and Jyoti have grown up. While Jyoti still lives with her wealthy grandpa, Deepak's dad has died, leaving his widow destitute. When she goes to confirm their marriage, Jyoti shuns and humiliates her. This enrages Deepak and he hits Jyoti's friend and she gives a tight slap to Deepak who then vows to make Jyoti apologize to his mother, as well as confirm their marriage. But Jyoti is already in love with wealthy Raman, and Deepak meets a famous Bollywood actress, Sandhya, who falls in love with him.Jyoti after slapping Deepak twice for teasing her to marry Sandhya expresses her love. What will happen to the promise he made to his mother? The story has similarities with Manchali and deals with an arrogant spoiled girl hiring a person to act as her husband, so that she can get her grandfather to back off. Subsequently it is about how the hired husband makes the girl come around to falling in love with him. Guest appearances were made by Rishi Kapoor and Danny Denzongpa."
wiki-25298,John Jani Janardhan,"Things seem to go in Janardhan's favor, when the wily Gajju brings out a new witness - none other than Jani - who is now masquerading as John. Gajju hopes to kill Janardhan and thus prevent John from avenging his death - and nothing will stop Gajju from carrying out his evil plan."
wiki-25311,Phulwari,"Arun meets Rajiv Mathur, the newly assigned welfare inspector of the Forest office at the station. Rajiv says that he is headed for Talpur. Arun informs him that Talpur is very far from that place and offers Arun his hospitality for that day. Rajiv arrives at his place and discovers that he is a rich person. Arun also discovers that Rajiv is carrying a flute with him. At night he requests Rajiv to play the flute. While playing the flute, they get interrupted by the sudden arrival of a beautiful young woman at his room. Arun tells her to come inside but she pays no heed to his welcome and left without a single word. He tells Rajiv that she is Lali, his younger sister. On the next day, He drops Rajiv to his allocated office. Rajiv attends Lali's birthday party but is interrupted by Pyare, a servant at Arun's house, who informs him that a man from his provision has severely been bitten by a mad dog and immediately needs to be taken to the doctor. Just when Rajiv is about leave, Lali stalls him declaring that it is simply Pyare's job to take the wounded man to the doctor. She continues saying that this whole thing is doing nothing but spoiling her birthday party. Rajiv is stunned at Lali's rudeness and openly scolds her that she is a selfish person who does not care for anyone but herself. Lali comes to visit Rajiv and confesses her guilt of that day. Eventually she often comes to visit him and Rajiv slowly forms an affection towards her. Lali, one day asks Rajiv whether he loves her. Rajiv initially fumbles but finally confesses to her that he is in love with her while Lali much smartly declares that she is also in love with him. Arun arranges for Rajiv and Lali's wedding. In the meantime Lali, once arrives at Rajiv's place but cannot find him there. She looks for him here and there and discovers Rajiv along with Mangli, his maid servant in a brook. Lali forms the prejudice that Rajiv has an illegitimate affair with Mangli and intends to marry her only because she is the daughter of a wealthy person. On the day of their wedding Lali fumes at Rajiv. She declares in front of everyone that she is no more willing to marry him as she thinks that he is a fraud and hypocrite. Mangli comes to visit Lali and reveals that she accidentally fell into the brook and Rajiv luckily saved her life on the day she discovered them far from the top of the hill. A repentant Lali, once again arrives at Rajiv's place but discovers that Rajiv has left without any information about where he is headed after all. Gradually, Lali becomes dejected and to find solace she goes on a pilgrimage. Once standing on the bank of a river, she feels that her life has come to a meaningless term. She never waits a for second any more and flings herself into the river but gets saved by some of the people who were present at that moment. When she regains her consciousness, she meets an elderly woman whom she tells everything about her life. Now that woman endeavours to reinstate her faith and hope. Coincidentally Rajiv appears and it is discovered that he is the son of that woman. Lali fails to restrain her tears and falls at his feet. Rajiv forgives her and they reunite."
wiki-25411,Mazloom,"Purnima is raped by a stranger (Shakti Kapoor) in a train and is too ashamed to talk about the incident. She becomes pregnant and her parents find out. Her father (Pinchoo Kapoor) dies of shock upon hearing this. Since it is too late to abort the baby, she gives birth to a baby boy and her mother gives him away to a stranger. After some day, Purnima gets married to Vijay (Suresh Oberoi), but ironically the same child ends up in their care, and they name him Rajan (Arjun). Years later, Purnima gives birth to another child, named Aman. The two boys grow up, and sibling's rivalry prevails to such an extent that they eventually fall in love with the same woman, Meena. Things become increasingly complicated so much so that a member of their family ends up being killed, and another arrested."
wiki-25619,Saathi,"As children, Suraj (Aditya Pancholi) and Amar (Mohsin Khan) have seen their father being brutally beaten by a police inspector. Both grow up and become small-time criminals. This leads them to the big gangster Pasha (Paresh Rawal). They part ways because Amar hates gangland activities, especially drugs. Suraj, on the other hand, wants to become rich. Suraj kills Pasha and becomes a big time gang leader. Amar is terrified that Suraj is lost in the world of crime and has forgotten humanity. In the climax of the movie, Sultan (Anupam Kher) phones Suraj and asks him to kill Amar, to which he refuses. Later that day, Suraj is chased by the police (Inspector Kotwal had ordered Inspector Khan to do so) and is injured, while his bodyguard is killed. Suraj reaches the place which Amar and Suraj used to visit as children. Amar, who felt the voice of his friend calling him, rushes to the place. Inspector Kotwal reaches there and Amar tells him that Suraj wishes to surrender. Inspector Kotwal reveals that he is actually Sultan, the real gang leader and attempts to kill Suraj. Amar saves Suraj and thinking that he had killed Sultan, returns to Suraj. Just then, Sultan, who didn't die, arrives at the scene and attempts to stab Amar from behind. Suraj, seeing him coming towards Amar pushes Amar away to protect him and is stabbed by Sultan, who is finally killed by Amar."
wiki-25997,Kahani Kismat Ki,"Kahani Kismat Ki is an Action entertainer with Mithun playing the lead role, ably supported by Sharad Kapoor and Milind Gunaji. Shared on Dipak Sing Patar. Mktd By: Dsp Music."
wiki-26347,Mahesh Manjrekar,"The movie begins with Amar (John Abraham) narrating the story of his family and himself. Amar is the son of Vidyadhar (Amitabh Bachchan) & Sumitra Patwardhan (Sharmila Tagore), a middle class couple in India. Amar lives and works in London and he sends some of his salary to them. One day Amar returns home with Jenny Mayer (Anusha Dandekar), his girlfriend, and announces his intention to get married to her. Initially reluctant, his parents are pleased and happy for the two. One day, Amar goes out celebrating with his friends, whilst his parents and Jenny organise a surprise party for him. Outside a pub, Amar witnesses a murder and, while trying to apprehend the killer, he gets mortally wounded in the fight. Amar succumbs in the hospital. The assailant is identified as Harshwardhan Kadam (Amitabh Dayal), son of a minister Kadam. Soon, the police start covering the case up. Amar is implicated in false charges of drug peddling. Witnesses and close friends of Amar too give false statements. The torture doesn't end there, as police try to implicate Jenny as his accomplice. Vidyadhar decides that it is not good for Jenny to live there, especially since she is expecting Amar's child. Vidyadhar bails her out and implores her to return before she is locked up for good. Harshwardhan goes scot free meanwhile and Vidyadhar decides to seek justice on his own. Ali Asgar, a mechanic and an acquaintance of Patwardhan's, decides to help them. Soon, Ali succeeds in procuring a gun for Vidyadhar. Vidyadhar decides to confront Harshwardhan in his own office. Harshwardhan cockily lets him enter in and starts taunting him. Vidyadhar accuses him and Harshwardhan arrongantly confesses his crimes, telling Vidyadhar that he cannot prove a thing. Vidyadhar points the gun at him, upon which Harshwardhan calls his guards. Vidyadhar guns down Harshwardhan and the guards enter in moments later Harshwardhan's dead body collapses down. Harshwardhan's head guard lets Vidyadhar go, claiming that he won't be able to look at his family in the eye if he arrests Vidyadhar. A case stands up against Vidyadhar, where he reveals a pocket tape recorder on which the whole confession of Harshwardhan is recorded. Based on the proof, Amar and Vidyadhar are exonerated and set free. In an interview, Vidyadhar makes it clear that he doesn't intend to sue Kadam since his son has been killed and Vidyadhar knows the pain. In the end, it is shown that Vidyadhar is living a happy life with Sumitra, Jenny, and his grandchild. Amar now explains that his father has always been a hero for him since childhood and he is feeling a little jealous of his son who is being treated with same affection with which Vidyadhar treated Amar in his childhood. The movie ends with Amar disappearing in light claiming now he can rest in peace."
wiki-26357,Apna Sapna Money Money,"6 Alvarez House in Bandra, Mumbai, is the residence of myopic, widowed, devout Hindu, Satyabol Shashtri (Anupam Kher), who lives there with his daughter, Shivani (Riya Sen). Shivani is in love with her Christian neighbor, Arjun Fernandes (Shreyas Talpade), who is a mechanic and lives with his wanna-be singer sister, Julie (Koena Mitra), and a younger ailing sister, Titli. Satyabol disapproves of Arjun and wants his daughter to get married to Sarju Maharaj Banaraswale's son. Other than Satyabol chasing Badshah, the pet dog of Arjun, and ending up in the woman's bathroom, the area is fairly peaceful. Then Arjun and his friends try to think of a plan to stop Sarju from marrying his son to Shivani but can't. So Arjun calls his cousin Kishan (Ritesh Deshmukh) to help them. Kishan comes disguised as Sarju Maharaj Banaraswale by tricking the real Sarju into getting of the train and as soon as he gets of the train, some goons who think he is a relative of Kishan catch him and take him to find out where Kishan is. Meanwhile, Kishan becomes Sarju and convinces Satyabol that his (Sarju's) son is not good for his (Shashtri's) daughter by dancing in the bar and kissing Julie who was in the act. Then Shashtri informs the fake Sarju that he does not want to marry his daughter to Sarju's son and that he can go now. So having finished his mission, Kishan prepares to leave when Arjun tells him to stay back as he loves Julie but Kishan refuses saying that he is not destined for Julie. Then after Arjun leaves and Rana (Chunky Pandey) turns up with the real Sarju but when Kishan says that all the is with Sarju they leave Kishan and run after Sarju while Kishan escapes, disguises himself as a woman named Sunaina and says 'she' is Arjun's aunty and soon Shashtri falls in love with her. Then in the neighbourhood also comes Matha Prasad (Rajpal Yadav) who runs a dairy farm and moonlights as the hit man of Bangkok-based underworld Don, Carlos (Jackie Shroff). The once honest cop Namdev Mane (Sunil Shetty) ( pronounced as Maa-ne ) teames up with Carlos' girlfriend Sania (Celina Jaitley) who is on the lookout for hidden diamonds and facing bankruptcy - Carlos himself - as they face off in one of the most hilarious stand-offs to seek wealth and to fulfill their individual dreams."
wiki-26570,Kal Kissne Dekha,"Nihal Singh (Jackky Bhagnani) is a teen from Chandigarh who loves to build complicated gadgets to learn what is behind science. He has a brilliant mind and dreams of studying at an elite science institute. When he is accepted into his dream college in Mumbai, he discovers college is a whole new world, new people and new challenges. At school Nihal is attracted to Meesha, a proud rude brat. She cannot accept that Nihal is managing to charm everyone his way including Professor Siddarth Verma (Rishi Kapoor), the professor of the college. Nihal starts to get visions of Meesha being in danger. He saves her life and his secret is revealed that he can see the future. After this incident, love blossoms between Nihal and Meesha. Meanwhile, media exposure results in attention from anti-social elements, including an explosion at a mall. Nihal sees the explosion before it takes place and manages to rescue most people. It turns out one of Nihal's friend is behind the attack. Despite seeing the bomber, he keeps quiet and doesn't tell the police department. He strengthens up and decides to fight the attacker himself."
